Sample Number (4000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),Temperatura ([°C]),Presión ([mBar]),Altura ([m]),Altura_máxima ([m]),Apogeo (On/Off),Main_parachute (On/Off),Acelerometro_X ([m/s2]),Acelerometro_Y ([m/s2]),Acelerometro_Z ([m/s2]),Media_cuadrática (N/A),Giroscopio_X ([°/s]),Giroscopio_Y ([°/s]),Giroscopio_Z ([°/s]),Magnetómetro_X ([uT]),Magnetómetro_Y ([uT]),Magnetómetro_Z ([uT])
1264,1664296777359,27.87,897.21,52.26,119.62,1.0,1.0,0.74,-0.14,7.68,7.72,11.0,-3.94,-2.37,11.0,-3.94,-2.37
1265,1664296777636,27.87,897.32,51.22,119.62,1.0,1.0,0.41,-1.58,4.57,4.85,2.19,7.44,-6.12,2.19,7.44,-6.12
1266,1664296777911,27.87,897.48,49.72,119.62,1.0,1.0,0.56,-0.55,8.75,8.79,-4.25,0.0,2.06,-4.25,0.0,2.06
1267,1664296778195,27.87,897.48,49.72,119.62,1.0,1.0,3.07,-1.31,16.21,16.55,11.25,1.25,-0.25,9.81,-2.69,1.75
1268,1664296778491,27.87,897.45,50.0,119.62,1.0,1.0,2.44,-1.92,14.03,14.37,-6.25,-8.94,-0.19,-9.19,-12.0,2.94
1269,1664296778769,27.88,897.39,50.57,119.62,1.0,1.0,1.91,0.37,10.06,10.25,-15.88,7.62,-2.06,-15.88,7.62,-2.06
1270,1664296779057,27.88,897.4,50.47,119.62,1.0,1.0,2.24,-0.18,8.65,8.94,4.75,-2.81,-0.81,0.81,5.06,-0.62
1271,1664296779337,27.88,897.48,49.72,119.62,1.0,1.0,0.27,0.02,7.0,7.01,9.38,-2.69,3.94,9.38,-2.69,3.94
1272,1664296779641,27.88,897.5,49.53,119.62,1.0,1.0,1.95,-1.64,9.11,9.46,1.81,1.06,3.06,1.81,1.06,3.06
1273,1664296779916,27.88,897.56,48.97,119.62,1.0,1.0,-0.32,0.04,8.3,8.31,3.81,-1.0,-0.31,3.81,-1.0,-0.31
1274,1664296780191,27.88,897.54,49.16,119.62,1.0,1.0,1.09,-0.94,9.72,9.83,-1.94,0.75,-0.94,-4.81,0.44,2.06
1275,1664296780470,27.89,897.59,48.69,119.62,1.0,1.0,2.66,-0.94,11.91,12.24,4.12,0.31,-1.12,4.12,0.31,-1.12
1276,1664296780740,27.88,897.64,48.22,119.62,1.0,1.0,3.47,-0.85,10.03,10.65,1.75,1.69,-4.69,1.06,5.37,2.56
1277,1664296781033,27.89,897.68,47.84,119.62,1.0,1.0,0.03,-0.42,6.12,6.13,-1.5,-6.25,1.31,-1.5,-6.25,1.31
1278,1664296781305,27.89,897.77,47.0,119.62,1.0,1.0,1.49,0.07,7.81,7.95,3.06,-0.19,3.0,3.06,-0.19,3.0
1279,1664296781574,27.89,897.81,46.62,119.62,1.0,1.0,1.35,0.58,8.69,8.81,2.19,1.25,3.56,2.19,1.25,3.56
1280,1664296781853,27.89,897.86,46.15,119.62,1.0,1.0,0.19,-1.09,6.73,6.82,-4.12,-1.25,2.62,-4.12,-1.25,2.62
1281,1664296782126,27.89,897.9,45.78,119.62,1.0,1.0,3.08,-1.18,12.23,12.67,6.44,2.0,-1.37,6.44,2.0,-1.37
1282,1664296782423,27.9,897.89,45.87,119.62,1.0,1.0,3.47,-0.68,10.04,10.64,-2.25,-4.19,-1.19,-3.0,-1.5,3.19
1283,1664296782702,27.9,897.97,45.12,119.62,1.0,1.0,-0.4,0.02,8.58,8.59,1.31,-3.81,-1.94,1.31,-3.81,-1.94
1284,1664296782974,27.9,898.04,44.47,119.62,1.0,1.0,0.2,0.89,9.35,9.39,4.06,0.06,-0.13,4.06,0.06,-0.13
1285,1664296783251,27.9,898.01,44.75,119.62,1.0,1.0,-1.61,0.2,8.33,8.49,0.5,4.5,-2.81,0.5,4.5,-2.81
1286,1664296783549,27.9,898.04,44.47,119.62,1.0,1.0,1.75,-0.46,8.9,9.08,5.06,-6.31,-0.37,5.06,-6.31,-0.37
1287,1664296783818,27.9,898.15,43.43,119.62,1.0,1.0,1.82,-1.39,9.68,9.95,-3.94,3.75,-0.56,-3.94,3.75,-0.56
1288,1664296784100,27.9,898.18,43.15,119.62,1.0,1.0,-0.84,-0.75,8.83,8.9,1.31,4.25,1.5,8.81,-0.94,-4.12
1289,1664296784389,27.9,898.29,42.12,119.62,1.0,1.0,-0.27,-0.35,7.03,7.04,0.94,1.69,0.56,0.94,1.69,0.56
1290,1664296784669,27.9,898.28,42.21,119.62,1.0,1.0,3.55,-0.31,11.46,12.0,0.62,-1.75,2.94,0.62,-1.75,2.94
1291,1664296785003,27.9,898.4,41.09,119.62,1.0,1.0,0.6,1.59,7.85,8.03,-2.75,3.87,-0.06,-2.75,3.87,-0.06
1292,1664296785273,27.9,898.45,40.62,119.62,1.0,1.0,-1.07,-0.78,7.04,7.16,4.87,0.62,-0.5,4.87,0.62,-0.5
1293,1664296785553,27.91,898.5,40.15,119.62,1.0,1.0,2.31,-0.33,12.04,12.26,-2.0,7.56,1.5,-2.0,7.56,1.5
1294,1664296785834,27.91,898.49,40.24,119.62,1.0,1.0,0.27,0.77,10.39,10.42,9.13,-6.19,-2.94,9.13,-6.19,-2.94
1295,1664296786122,27.91,898.43,40.81,119.62,1.0,1.0,1.86,-0.43,9.25,9.44,-4.69,2.69,-3.31,-4.69,2.69,-3.31
1296,1664296786412,27.91,898.51,40.06,119.62,1.0,1.0,0.65,-1.02,10.28,10.35,-0.81,-1.81,-3.06,-0.81,-1.81,-3.06
1297,1664296786682,27.91,898.6,39.21,119.62,1.0,1.0,0.27,-0.39,9.17,9.18,8.25,0.19,2.19,8.25,0.19,2.19
1298,1664296786955,27.91,898.66,38.65,119.62,1.0,1.0,1.33,-0.71,9.11,9.23,-2.31,8.06,-0.44,-2.31,8.06,-0.44
1299,1664296787233,27.92,898.66,38.65,119.62,1.0,1.0,2.18,0.78,11.67,11.9,-1.0,6.31,2.56,-1.0,6.31,2.56
1300,1664296787523,27.91,898.78,37.52,119.62,1.0,1.0,1.37,-0.2,8.78,8.89,2.06,3.75,-4.06,2.06,3.75,-4.06
1301,1664296787802,27.92,898.85,36.87,119.62,1.0,1.0,-0.33,-1.13,6.11,6.22,3.12,-6.5,-1.06,3.12,-6.5,-1.06
1302,1664296788084,27.92,898.92,36.21,119.62,1.0,1.0,1.99,0.0,11.19,11.37,-0.75,-0.81,-3.87,-0.75,-0.81,-3.87
1303,1664296788386,27.92,898.96,35.84,119.62,1.0,1.0,3.03,-0.19,10.07,10.52,1.94,1.44,-1.5,1.94,1.44,-1.5
1304,1664296788659,27.92,899.05,34.99,119.62,1.0,1.0,0.69,-1.83,7.18,7.44,1.94,2.06,-2.69,1.94,2.06,-2.69
1305,1664296788969,27.92,899.11,34.43,119.62,1.0,1.0,-0.7,1.12,8.23,8.34,1.75,-5.81,0.88,1.19,2.12,-1.12
1306,1664296789240,27.92,899.17,33.87,119.62,1.0,1.0,1.5,1.5,11.9,12.09,5.94,-3.31,1.62,5.94,-3.31,1.62
1307,1664296789519,27.93,899.16,33.96,119.62,1.0,1.0,2.78,-1.32,10.1,10.56,-0.56,0.06,2.87,-0.56,0.06,2.87
1308,1664296789792,27.93,899.27,32.93,119.62,1.0,1.0,0.19,-1.25,8.55,8.64,-1.19,6.19,0.94,-1.19,6.19,0.94
1309,1664296790088,27.93,899.35,32.18,119.62,1.0,1.0,1.59,-0.83,8.47,8.66,-5.25,-0.81,-2.06,-5.25,-0.81,-2.06
1310,1664296790372,27.93,899.41,31.62,119.62,1.0,1.0,1.71,-0.99,12.4,12.56,2.62,-0.69,-1.44,2.62,-0.69,-1.44
1311,1664296790651,27.93,899.47,31.05,119.62,1.0,1.0,1.15,0.8,12.06,12.14,1.25,-0.81,-3.75,1.25,-0.81,-3.75
1312,1664296790931,27.93,899.52,30.59,119.62,1.0,1.0,3.54,-1.66,9.84,10.59,-2.0,-0.44,-0.5,-2.0,-0.44,-0.5
1313,1664296791211,27.93,899.58,30.02,119.62,1.0,1.0,1.97,0.29,11.48,11.65,4.5,-2.31,-1.87,4.5,-2.31,-1.87
1314,1664296791502,27.93,899.65,29.37,119.62,1.0,1.0,-1.62,-0.56,7.38,7.58,-5.87,-1.31,3.25,-5.87,-1.31,3.25
1315,1664296791783,27.94,899.7,28.9,119.62,1.0,1.0,2.4,-0.83,12.02,12.29,2.94,1.12,-1.87,2.94,1.12,-1.87
1316,1664296792064,27.93,899.77,28.24,119.62,1.0,1.0,-0.97,-0.59,7.77,7.85,-0.88,-0.88,2.69,-0.88,-0.88,2.69
1317,1664296792333,27.94,899.85,27.49,119.62,1.0,1.0,-0.48,1.95,8.66,8.89,3.94,6.12,2.75,3.94,6.12,2.75
1318,1664296792619,27.94,899.89,27.12,119.62,1.0,1.0,-0.71,0.17,8.66,8.69,1.19,5.56,-3.62,1.19,5.56,-3.62
1319,1664296792906,27.94,899.99,26.18,119.62,1.0,1.0,2.18,-0.31,9.5,9.75,-1.5,-0.81,0.94,-1.5,-0.81,0.94
1320,1664296793185,27.94,900.06,25.53,119.62,1.0,1.0,2.69,0.42,9.09,9.49,2.62,-11.69,2.44,4.69,-12.44,-1.0
1321,1664296793468,27.94,900.08,25.34,119.62,1.0,1.0,3.14,-1.39,10.19,10.75,7.81,-8.81,-3.5,7.81,-8.81,-3.5
1322,1664296793754,27.94,900.2,24.21,119.62,1.0,1.0,1.86,-1.02,10.18,10.4,-8.63,7.31,1.0,-8.63,7.31,1.0
1323,1664296794049,27.94,900.2,24.21,119.62,1.0,1.0,2.34,0.0,10.68,10.93,2.5,-3.56,-1.94,1.75,-3.0,1.37
1324,1664296794323,27.94,900.29,23.37,119.62,1.0,1.0,-1.3,-0.48,6.71,6.85,1.37,-4.31,4.06,1.37,-4.31,4.06
1325,1664296794602,27.95,900.31,23.18,119.62,1.0,1.0,2.26,-0.67,13.62,13.82,3.37,8.81,-5.0,3.37,8.81,-5.0
1326,1664296794875,27.95,900.37,22.62,119.62,1.0,1.0,1.37,0.11,8.02,8.14,-2.25,-2.0,0.06,-0.75,2.44,0.62
1327,1664296795168,27.95,900.45,21.87,119.62,1.0,1.0,1.97,-1.34,8.96,9.27,-0.13,0.31,0.31,-0.13,0.31,0.31
1328,1664296795441,27.95,900.49,21.5,119.62,1.0,1.0,0.77,-0.58,8.13,8.19,0.94,0.44,-1.06,0.94,0.44,-1.06
1329,1664296795723,27.95,900.54,21.03,119.62,1.0,1.0,1.42,-1.27,9.98,10.16,0.0,-6.19,-0.31,-4.37,-0.19,0.25
1330,1664296796004,27.95,900.63,20.19,119.62,1.0,1.0,0.38,-0.56,11.18,11.2,-3.25,1.0,-1.31,-11.25,5.62,2.81
1331,1664296796279,27.95,900.65,20.0,119.62,1.0,1.0,1.38,0.97,9.33,9.48,1.56,-2.0,-1.0,2.06,-1.12,0.94
1332,1664296796558,27.96,900.73,19.25,119.62,1.0,1.0,-0.17,0.44,7.2,7.22,0.0,2.75,1.87,0.0,2.75,1.87
1333,1664296796842,27.96,900.82,18.41,119.62,1.0,1.0,3.53,-1.0,9.55,10.23,3.12,-0.88,-2.75,0.44,-0.88,1.87
1334,1664296797118,27.96,900.83,18.32,119.62,1.0,1.0,1.73,-0.66,9.55,9.73,-2.37,0.25,-0.81,-2.37,0.25,-0.81
1335,1664296797406,27.96,900.92,17.47,119.62,1.0,1.0,3.12,-0.72,9.69,10.21,-0.5,3.37,-1.37,-0.5,3.37,-1.37
1336,1664296797686,27.96,900.99,16.82,119.62,1.0,1.0,2.28,0.83,10.02,10.31,2.5,1.06,-2.44,2.5,1.06,-2.44
1337,1664296797975,27.95,901.05,16.26,119.62,1.0,1.0,1.09,-1.2,8.6,8.75,-4.25,-0.75,0.06,-4.25,-0.75,0.06
1338,1664296798272,27.95,901.13,15.51,119.62,1.0,1.0,2.34,-1.24,10.41,10.74,9.69,-1.56,-4.31,9.69,-1.56,-4.31
1339,1664296798551,27.96,901.23,14.57,119.62,1.0,1.0,3.11,-1.77,10.8,11.38,3.81,-0.06,3.0,3.81,-0.06,3.0
1340,1664296798828,27.96,901.22,14.67,119.62,1.0,1.0,3.0,0.92,11.37,11.8,-9.5,0.62,6.69,-9.5,0.62,6.69
1341,1664296799117,27.96,901.32,13.73,119.62,1.0,1.0,-0.03,0.62,6.35,6.38,1.44,-3.06,2.37,2.62,1.56,-3.94
1342,1664296799391,27.96,901.37,13.26,119.62,1.0,1.0,1.86,-0.48,8.66,8.87,-5.37,3.12,0.62,-5.37,3.12,0.62
1343,1664296799672,27.96,901.44,12.61,119.62,1.0,1.0,2.12,-1.16,8.16,8.51,-0.31,-2.75,-1.62,-0.31,-2.75,-1.62
1344,1664296799954,27.96,901.48,12.23,119.62,1.0,1.0,1.53,-2.42,7.21,7.76,-1.56,-2.5,0.75,-1.56,-2.5,0.75
1345,1664296800235,27.96,901.53,11.77,119.62,1.0,1.0,-0.19,0.78,10.0,10.03,-1.75,0.69,2.5,-1.75,0.69,2.5
1346,1664296800522,27.97,901.58,11.3,119.62,1.0,1.0,3.0,0.04,12.82,13.17,1.0,2.81,-1.94,1.0,2.81,-1.94
1347,1664296800800,27.97,901.57,11.39,119.62,1.0,1.0,0.91,0.47,10.95,11.0,-0.19,0.94,1.0,-0.19,0.94,1.0
1348,1664296801082,27.97,901.61,11.02,119.62,1.0,1.0,2.01,0.37,9.77,9.98,-3.5,-10.0,4.12,-3.5,-10.0,4.12
1349,1664296801358,27.97,901.63,10.83,119.62,1.0,1.0,0.62,0.19,7.31,7.34,-0.5,5.12,-2.69,-0.5,5.12,-2.69
1350,1664296801638,27.97,901.63,10.83,119.62,1.0,1.0,0.02,0.88,8.61,8.65,7.44,1.06,-0.69,7.44,1.06,-0.69
1351,1664296801936,27.97,901.67,10.46,119.62,1.0,1.0,3.7,1.04,13.21,13.76,13.13,-0.25,0.37,10.19,5.19,-5.19
1352,1664296802211,27.97,901.63,10.83,119.62,1.0,1.0,2.34,0.34,13.02,13.23,5.56,3.12,-2.44,0.94,3.25,1.31
1353,1664296802486,27.97,901.65,10.64,119.62,1.0,1.0,-0.26,0.73,7.8,7.84,-3.12,1.44,3.0,-3.12,1.44,3.0
1354,1664296802761,27.97,901.64,10.74,119.62,1.0,1.0,0.38,-0.09,8.22,8.23,5.25,-0.13,-3.5,4.31,-4.87,3.19
1355,1664296803069,27.98,901.65,10.64,119.62,1.0,1.0,2.03,0.27,9.56,9.78,-2.31,0.62,-0.25,-2.31,0.62,-0.25
1356,1664296803343,27.97,901.66,10.55,119.62,1.0,1.0,0.5,-0.8,8.44,8.49,-2.5,2.56,0.0,-2.5,2.56,0.0
1357,1664296803621,27.97,901.65,10.64,119.62,1.0,1.0,0.81,1.04,9.52,9.61,-2.19,-0.69,2.75,-2.19,-0.69,2.75
1358,1664296803904,27.97,901.67,10.46,119.62,1.0,1.0,3.02,1.81,13.87,14.31,-4.12,-3.31,4.19,-4.12,-3.31,4.19
1359,1664296804224,27.97,901.67,10.46,119.62,1.0,1.0,-0.29,-1.38,9.04,9.15,-43.69,4.12,8.44,-43.69,4.12,8.44
1360,1664296804507,27.97,901.67,10.46,119.62,1.0,1.0,1.71,0.25,10.72,10.86,-2.12,0.5,-1.44,-6.25,-1.5,1.19
1361,1664296804785,27.97,901.67,10.46,119.62,1.0,1.0,1.54,-1.75,7.65,8.0,3.69,-1.75,-4.87,5.06,-1.62,2.62
1362,1664296805066,27.98,901.65,10.64,119.62,1.0,1.0,2.25,0.13,8.01,8.32,11.38,-3.12,-2.5,11.38,-3.12,-2.5
1363,1664296805339,27.98,901.65,10.64,119.62,1.0,1.0,0.42,1.41,9.43,9.54,35.81,1.06,-1.0,35.81,1.06,-1.0
1364,1664296805639,27.98,901.62,10.92,119.62,1.0,1.0,1.32,-1.44,10.33,10.51,24.44,-4.69,-1.75,24.44,-4.69,-1.75
1365,1664296805918,27.98,901.63,10.83,119.62,1.0,1.0,1.03,-0.55,11.84,11.9,8.69,-3.06,-3.69,8.69,-3.06,-3.69
1366,1664296806200,27.98,901.65,10.64,119.62,1.0,1.0,0.23,1.53,9.11,9.24,-4.94,-1.75,1.75,-2.75,-1.31,-1.75
1367,1664296806483,27.98,901.67,10.46,119.62,1.0,1.0,2.76,0.09,11.27,11.6,-2.94,-2.25,1.37,-6.25,4.12,0.75
1368,1664296807069,27.98,901.74,9.8,119.62,1.0,1.0,0.7,0.79,8.16,8.23,-6.62,0.44,3.44,-4.94,-2.56,-0.5
1369,1664296807344,27.99,901.74,9.8,119.62,1.0,1.0,1.54,-0.78,10.21,10.35,-5.37,3.12,0.56,-5.37,3.12,0.56
1370,1664296807641,27.99,901.75,9.71,119.62,1.0,1.0,2.16,1.45,10.33,10.65,0.19,-2.81,-1.0,0.19,-2.81,-1.0
1371,1664296807921,27.99,901.74,9.8,119.62,1.0,1.0,2.65,0.02,10.5,10.83,-2.56,-0.94,-3.25,-2.56,-0.94,-3.25
1372,1664296808207,27.99,901.76,9.61,119.62,1.0,1.0,-0.55,1.44,9.28,9.41,0.5,3.06,-1.06,-1.12,1.31,1.87
1373,1664296808488,27.99,901.74,9.8,119.62,1.0,1.0,1.23,-0.73,9.87,9.97,-0.19,-0.88,-2.25,-2.0,1.31,2.81
1374,1664296808760,27.99,901.76,9.61,119.62,1.0,1.0,0.64,0.81,8.98,9.03,-3.44,-0.25,1.62,-3.44,-0.25,1.62
1375,1664296809042,27.99,901.75,9.71,119.62,1.0,1.0,0.13,1.7,8.48,8.65,-1.37,2.12,-0.31,1.5,-3.0,0.88
1376,1664296809324,27.99,901.78,9.43,119.62,1.0,1.0,1.54,0.29,9.59,9.72,-2.19,-0.94,3.5,-2.19,-0.94,3.5
1377,1664296809603,27.99,901.74,9.8,119.62,1.0,1.0,1.19,-0.39,8.94,9.03,-0.13,0.44,-2.75,-0.13,0.44,-2.75
1378,1664296809887,27.99,901.78,9.43,119.62,1.0,1.0,2.94,-0.33,10.28,10.4,-0.75,1.75,-2.69,-0.75,1.75,-2.69
1379,1664296810161,27.99,901.79,9.33,119.62,1.0,1.0,-0.24,0.9,8.0,8.05,-6.31,2.5,1.69,-2.94,0.37,-0.94
1380,1664296810443,28.0,901.78,9.43,119.62,1.0,1.0,1.8,0.52,10.29,10.46,-2.75,-2.12,4.12,-2.75,-2.12,4.12
1381,1664296810737,27.99,901.78,9.43,119.62,1.0,1.0,2.96,0.42,13.33,13.66,5.06,-4.25,-0.81,5.06,-4.25,-0.81
1382,1664296811012,28.0,901.81,9.15,119.62,1.0,1.0,2.39,1.82,12.21,12.57,3.25,-2.44,3.0,-4.75,2.19,-3.31
1383,1664296811302,28.0,901.81,9.15,119.62,1.0,1.0,3.07,-1.42,10.9,11.41,1.37,3.94,-3.06,1.37,3.94,-3.06
1384,1664296811572,28.0,901.81,9.15,119.62,1.0,1.0,2.87,-0.89,8.12,8.66,5.25,3.56,0.0,5.25,3.56,0.0
1385,1664296811841,28.0,901.83,8.96,119.62,1.0,1.0,0.19,1.45,8.19,8.32,7.37,-2.69,0.94,7.37,-2.69,0.94
1386,1664296812138,28.0,901.8,9.24,119.62,1.0,1.0,1.97,-1.37,10.01,10.29,-4.56,1.44,-0.56,-4.56,1.44,-0.56
1387,1664296812428,28.0,901.86,8.68,119.62,1.0,1.0,0.22,0.06,9.57,9.57,-1.62,4.44,1.62,-0.06,2.0,-1.81
1388,1664296812708,28.0,901.85,8.77,119.62,1.0,1.0,1.04,1.16,9.96,10.08,-0.31,-1.62,-4.0,-0.31,-1.62,-4.0
1389,1664296812987,28.0,901.86,8.68,119.62,1.0,1.0,0.74,0.57,11.1,11.14,0.44,-0.44,3.62,0.44,-0.44,3.62
1390,1664296813280,28.0,901.88,8.49,119.62,1.0,1.0,2.32,-0.79,9.91,10.21,2.12,-0.62,-0.37,4.37,1.62,-0.37
1391,1664296813560,28.01,901.87,8.59,119.62,1.0,1.0,4.04,-1.0,11.41,12.15,2.75,-1.62,-2.87,-0.75,1.37,2.44
1392,1664296813837,28.01,901.89,8.4,119.62,1.0,1.0,3.21,1.63,14.12,14.57,0.75,-5.12,1.31,0.75,-5.12,1.31
1393,1664296814111,28.01,901.88,8.49,119.62,1.0,1.0,1.45,0.53,9.93,10.05,-1.5,-1.0,1.06,-1.5,-1.0,1.06
1394,1664296814387,28.01,901.88,8.49,119.62,1.0,1.0,3.24,-1.33,8.96,9.62,-2.25,0.06,0.44,0.44,3.0,-0.19
1395,1664296814675,28.01,901.89,8.4,119.62,1.0,1.0,1.44,0.46,10.12,10.23,0.0,1.94,2.19,0.0,1.94,2.19
1396,1664296814955,28.01,901.91,8.21,119.62,1.0,1.0,2.06,-0.69,9.85,10.09,-1.69,3.31,-0.31,-1.69,3.31,-0.31
1397,1664296815228,28.01,901.94,7.93,119.62,1.0,1.0,1.08,0.58,9.64,9.72,0.81,0.19,1.94,0.81,0.19,1.94
1398,1664296815505,28.01,901.93,8.02,119.62,1.0,1.0,0.33,0.41,8.24,8.26,3.75,-1.69,1.75,3.75,-1.69,1.75
1399,1664296815804,28.01,901.92,8.12,119.62,1.0,1.0,1.44,-1.29,10.39,10.57,-2.19,-0.94,3.62,-2.19,-0.94,3.62
1400,1664296816086,28.01,901.93,8.02,119.62,1.0,1.0,0.89,-0.34,10.1,10.14,-0.13,1.06,0.44,-0.13,1.06,0.44
1401,1664296816362,28.02,901.93,8.02,119.62,1.0,1.0,1.74,-1.35,8.78,9.05,1.5,-0.62,-0.37,-6.0,1.06,0.31
1402,1664296816637,28.02,901.93,8.02,119.62,1.0,1.0,3.53,-0.8,9.47,10.14,-2.75,-2.37,-0.75,-2.75,-2.37,-0.75
1403,1664296816935,28.02,901.95,7.84,119.62,1.0,1.0,2.74,0.18,10.94,11.28,0.19,1.19,-0.13,0.19,1.19,-0.13
1404,1664296817222,28.02,901.98,7.56,119.62,1.0,1.0,1.07,-1.1,7.5,7.66,1.12,0.75,-1.19,-1.81,-0.31,1.12
1405,1664296817502,28.02,901.93,8.02,119.62,1.0,1.0,-0.09,-1.82,8.06,8.26,3.56,2.81,-1.12,3.56,2.81,-1.12
1406,1664296817777,28.02,901.98,7.56,119.62,1.0,1.0,0.84,-0.04,9.45,9.49,-0.13,5.0,-0.62,-0.13,5.0,-0.62
1407,1664296818061,28.02,901.94,7.93,119.62,1.0,1.0,2.52,2.19,11.21,11.7,-15.56,0.5,1.5,-24.81,3.0,4.37
1408,1664296818335,28.03,901.96,7.74,119.62,1.0,1.0,1.91,-0.14,9.39,9.58,-4.37,-0.81,0.62,-0.75,2.62,-0.62
1409,1664296818618,28.03,901.95,7.84,119.62,1.0,1.0,0.99,-0.42,7.18,7.26,1.75,0.37,-3.25,1.75,0.37,-3.25
1410,1664296818900,28.03,901.96,7.74,119.62,1.0,1.0,2.53,-0.63,8.67,9.05,7.75,-2.62,-0.25,7.75,-2.62,-0.25
1411,1664296819175,28.03,901.98,7.56,119.62,1.0,1.0,0.41,0.06,9.88,9.89,7.69,-1.94,1.0,7.69,-1.94,1.0
1412,1664296819455,28.03,901.99,7.46,119.62,1.0,1.0,-0.88,0.15,7.12,7.18,2.62,0.81,-2.12,2.62,0.81,-2.12
1413,1664296819742,28.03,901.96,7.74,119.62,1.0,1.0,3.27,-1.11,11.5,12.01,-0.88,-0.25,2.94,-0.88,-0.25,2.94
1414,1664296820019,28.03,901.99,7.46,119.62,1.0,1.0,2.34,1.11,10.09,10.42,-3.19,2.0,2.44,-3.19,2.0,2.44
1415,1664296820314,28.03,901.99,7.46,119.62,1.0,1.0,1.21,-1.66,8.74,8.98,1.87,-4.0,-2.19,1.87,-4.0,-2.19
1416,1664296820590,28.03,901.97,7.65,119.62,1.0,1.0,2.52,0.19,9.63,9.96,1.25,-5.69,2.44,1.25,-5.69,2.44
1417,1664296820867,28.03,901.96,7.74,119.62,1.0,1.0,0.29,0.2,6.95,6.96,-5.37,1.75,2.81,4.81,0.25,-2.0
1418,1664296821158,28.04,901.98,7.56,119.62,1.0,1.0,1.01,0.91,11.24,11.32,3.87,-1.19,-3.5,3.87,-1.19,-3.5
1419,1664296821441,28.04,901.99,7.46,119.62,1.0,1.0,1.7,1.13,10.87,11.06,-1.75,-3.19,-1.06,-1.75,-3.19,-1.06
1420,1664296821739,28.04,901.97,7.65,119.62,1.0,1.0,2.25,0.22,10.39,10.63,1.0,-1.12,-1.25,1.0,-1.12,-1.25
1421,1664296822018,28.04,901.98,7.56,119.62,1.0,1.0,2.65,-0.01,9.28,9.65,-3.19,-1.25,2.56,-3.19,-1.25,2.56
1422,1664296822304,28.04,901.99,7.46,119.62,1.0,1.0,1.37,-0.47,5.08,5.28,-2.44,-0.13,3.12,-2.44,-0.13,3.12
1423,1664296822582,28.04,901.99,7.46,119.62,1.0,1.0,2.44,0.75,9.99,10.31,-0.81,2.81,4.12,0.69,1.12,-4.69
1424,1664296822858,28.04,901.99,7.46,119.62,1.0,1.0,0.73,0.1,10.71,10.74,1.25,4.62,1.06,1.25,4.62,1.06
1425,1664296823135,28.04,902.02,7.18,119.62,1.0,1.0,-0.28,1.1,6.67,6.77,-6.12,2.19,2.62,-6.12,2.19,2.62
1426,1664296823409,28.04,901.99,7.46,119.62,1.0,1.0,0.64,-1.7,6.75,6.99,-4.19,1.12,-0.88,6.25,-6.06,0.81
1427,1664296823745,28.05,902.03,7.09,119.62,1.0,1.0,2.87,1.44,11.0,11.46,-0.25,-1.31,2.56,-0.25,-1.31,2.56
1428,1664296824022,28.04,902.03,7.09,119.62,1.0,1.0,0.17,1.24,9.15,9.24,-4.19,2.87,3.25,0.56,-0.94,-2.5
1429,1664296824304,28.05,902.05,6.9,119.62,1.0,1.0,2.11,-0.12,10.06,10.28,1.69,-4.06,2.37,1.69,-4.06,2.37
1430,1664296824573,28.05,902.06,6.81,119.62,1.0,1.0,2.02,0.0,8.41,8.65,0.75,0.0,-2.31,0.75,0.0,-2.31
1431,1664296824852,28.05,902.04,7.0,119.62,1.0,1.0,2.2,-0.64,10.09,10.35,4.69,-1.87,0.62,4.69,-1.87,0.62
1432,1664296825152,28.05,902.08,6.62,119.62,1.0,1.0,1.14,1.51,9.46,9.65,0.25,0.94,-2.62,0.25,0.94,-2.62
1433,1664296825426,28.05,902.06,6.81,119.62,1.0,1.0,-0.42,0.6,8.39,8.42,-2.75,0.88,2.56,-2.75,0.88,2.56
1434,1664296825702,28.05,902.09,6.53,119.62,1.0,1.0,1.19,-0.22,6.87,6.98,2.75,-2.12,-1.62,2.75,-2.12,-1.62
1435,1664296825976,28.05,902.1,6.43,119.62,1.0,1.0,3.43,-1.14,7.11,7.98,1.56,-2.12,-4.12,1.56,-2.12,-4.12
1436,1664296826288,28.06,902.09,6.53,119.62,1.0,1.0,3.2,0.2,10.09,10.59,-2.81,-2.06,2.62,3.69,-3.37,-2.06
1437,1664296826567,28.06,902.13,6.15,119.62,1.0,1.0,1.14,0.98,9.08,9.2,-0.81,-0.81,3.31,-4.81,2.25,-2.94
1438,1664296826836,28.06,902.13,6.15,119.62,1.0,1.0,1.86,0.33,10.04,10.22,0.31,-0.88,2.19,0.31,-0.88,2.19
1439,1664296827120,28.06,902.15,5.97,119.62,1.0,1.0,1.85,2.14,11.56,11.9,4.69,-3.19,2.62,-1.31,1.19,-2.81
1440,1664296827388,28.06,902.15,5.97,119.62,1.0,1.0,2.68,-0.96,8.39,8.86,2.75,-2.37,2.56,2.75,-2.37,2.56
1441,1664296827683,28.06,902.12,6.25,119.62,1.0,1.0,-1.44,0.77,8.86,9.01,0.19,-4.44,-1.37,0.19,-4.44,-1.37
1442,1664296827952,28.07,902.15,5.97,119.62,1.0,1.0,1.8,-1.46,9.29,9.57,-3.0,3.25,-3.19,-3.0,3.25,-3.19
