Sample Number (4000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),Temperatura ([°C]),Presión ([mBar]),Altura ([m]),Altura_máxima ([m]),Apogeo (On/Off),Main_parachute (On/Off),Acelerometro_X ([m/s2]),Acelerometro_Y ([m/s2]),Acelerometro_Z ([m/s2]),Media_cuadrática (N/A),Giroscopio_X ([°/s]),Giroscopio_Y ([°/s]),Giroscopio_Z ([°/s]),Magnetómetro_X ([uT]),Magnetómetro_Y ([uT]),Magnetómetro_Z ([uT])
184,1664297863258,30.91,901.99,2.17,2.35,0.0,0.0,0.1,0.88,6.02,6.08,-4.19,-1.5,-3.5,-4.19,-1.5,-3.5
185,1664297863525,30.91,901.99,2.17,2.35,0.0,0.0,-0.03,0.06,7.57,7.57,-1.12,-0.37,2.25,-1.12,-0.37,2.25
186,1664297863791,30.91,901.99,2.17,2.35,0.0,0.0,3.5,0.75,12.76,13.25,2.37,-2.5,-2.25,2.37,-2.5,-2.25
187,1664297864070,30.91,902.0,2.07,2.35,0.0,0.0,2.14,-0.6,8.6,8.88,-3.25,1.56,2.37,1.75,-1.5,-1.56
188,1664297864339,30.91,902.0,2.07,2.35,0.0,0.0,2.84,-0.01,11.66,12.0,3.81,-1.19,-3.0,3.81,-1.19,-3.0
189,1664297864605,30.92,902.02,1.89,2.35,0.0,0.0,-0.85,0.71,8.36,8.43,-2.37,1.81,1.06,0.81,-0.44,-1.12
190,1664297864871,30.92,902.03,1.79,2.35,0.0,0.0,-1.12,0.35,7.16,7.26,-2.69,2.94,2.12,-2.69,2.94,2.12
191,1664297865152,30.91,901.95,2.54,2.54,0.0,0.0,-1.09,-0.22,6.46,6.56,1.31,-2.06,-2.31,-1.87,-0.94,3.12
192,1664297865429,30.92,901.97,2.35,2.54,0.0,0.0,2.92,0.81,13.0,13.35,-4.0,3.12,2.19,-4.0,3.12,2.19
193,1664297865700,30.92,902.0,2.07,2.54,0.0,0.0,1.03,-0.65,11.24,11.31,4.0,-2.69,-2.75,4.0,-2.69,-2.75
194,1664297865966,30.92,901.98,2.26,2.54,0.0,0.0,3.16,1.0,10.02,10.55,-1.44,4.06,0.94,-0.31,-0.19,-1.69
195,1664297866236,30.92,902.0,2.07,2.54,0.0,0.0,2.79,0.56,12.93,13.24,1.81,0.06,0.56,1.81,0.06,0.56
196,1664297866499,30.92,902.02,1.89,2.54,0.0,0.0,3.41,0.95,9.14,9.8,-0.56,2.5,2.19,-0.56,2.5,2.19
197,1664297866768,30.92,902.0,2.07,2.54,0.0,0.0,0.33,0.84,7.26,7.32,-2.56,0.06,1.0,-2.56,0.06,1.0
198,1664297867029,30.92,901.99,2.17,2.54,0.0,0.0,0.29,0.84,7.13,7.19,0.19,0.62,1.19,0.19,0.62,1.19
199,1664297867294,30.92,902.01,1.98,2.54,0.0,0.0,-1.05,0.57,9.19,9.27,-2.25,4.62,3.94,-2.25,4.62,3.94
200,1664297867560,30.92,901.99,2.17,2.54,0.0,0.0,-0.12,1.01,7.94,8.0,0.94,-0.19,-1.0,1.31,-3.31,0.81
201,1664297867827,30.92,901.97,2.35,2.54,0.0,0.0,-0.03,0.64,6.87,6.9,-1.37,3.75,3.06,-1.37,3.75,3.06
202,1664297868099,30.92,901.98,2.26,2.54,0.0,0.0,0.33,-0.98,8.39,8.45,1.0,-2.37,1.62,1.0,-2.37,1.62
203,1664297868372,30.91,902.03,1.79,2.54,0.0,0.0,-0.52,0.51,7.95,7.98,1.69,2.75,-2.19,-3.87,3.44,1.62
204,1664297868628,30.91,902.01,1.98,2.54,0.0,0.0,0.52,1.02,5.91,6.02,-3.69,3.19,2.5,-3.69,3.19,2.5
205,1664297868897,30.92,901.98,2.26,2.54,0.0,0.0,3.64,-0.33,11.89,12.44,-1.62,5.44,3.37,-1.62,5.44,3.37
206,1664297869160,30.92,901.97,2.35,2.54,0.0,0.0,3.29,0.06,11.6,12.06,-2.56,4.81,1.94,1.69,1.06,-3.25
207,1664297869442,30.92,901.97,2.35,2.54,0.0,0.0,-0.02,0.0,7.67,7.67,-2.19,-0.94,2.62,-2.19,-0.94,2.62
208,1664297869718,30.91,901.99,2.17,2.54,0.0,0.0,-0.13,0.55,8.61,8.63,-2.94,-1.94,3.0,-2.94,-1.94,3.0
209,1664297869987,30.91,901.97,2.35,2.54,0.0,0.0,0.14,-0.13,9.5,9.5,-1.06,0.56,-0.56,-1.06,0.56,-0.56
210,1664297870254,30.91,902.03,1.79,2.54,0.0,0.0,2.52,-0.1,13.41,13.65,4.69,-2.94,-2.0,-2.81,1.12,3.19
211,1664297870518,30.91,901.98,2.26,2.54,0.0,0.0,-0.79,-0.99,8.1,8.2,-1.69,1.56,3.06,-1.69,1.56,3.06
212,1664297870811,30.91,901.98,2.26,2.54,0.0,0.0,0.8,-0.74,7.15,7.23,2.0,-1.94,-0.75,2.0,-1.94,-0.75
213,1664297871076,30.91,902.02,1.89,2.54,0.0,0.0,-0.91,-0.05,7.52,7.58,-4.81,1.19,2.87,-4.81,1.19,2.87
214,1664297871336,30.91,901.99,2.17,2.54,0.0,0.0,1.91,0.23,7.38,7.63,-1.69,1.37,2.06,-1.69,1.37,2.06
215,1664297871599,30.91,901.97,2.35,2.54,0.0,0.0,-0.12,0.89,5.93,6.0,-6.06,5.44,4.31,-6.06,5.44,4.31
216,1664297871871,30.91,902.01,1.98,2.54,0.0,0.0,2.68,-0.11,11.02,11.34,1.94,-1.87,-4.0,1.94,-1.87,-4.0
217,1664297872178,30.92,902.01,1.98,2.54,0.0,0.0,-1.08,0.51,7.28,7.38,-0.25,0.0,2.25,-0.25,0.0,2.25
218,1664297872444,30.91,902.01,1.98,2.54,0.0,0.0,1.99,-0.48,11.59,11.77,3.81,-1.19,-3.0,-0.19,1.06,2.81
219,1664297872711,30.91,901.97,2.35,2.54,0.0,0.0,-0.24,-0.17,5.99,6.0,-4.75,0.62,3.06,-4.75,0.62,3.06
220,1664297872977,30.91,902.02,1.89,2.54,0.0,0.0,2.5,-0.55,8.79,9.16,-1.56,-0.37,4.19,-1.56,-0.37,4.19
221,1664297873244,30.91,901.98,2.26,2.54,0.0,0.0,-0.24,-1.13,7.54,7.63,-1.56,1.31,-0.19,-1.56,1.31,-0.19
222,1664297873514,30.91,901.99,2.17,2.54,0.0,0.0,-0.32,0.74,7.42,7.46,1.87,1.0,3.62,1.87,1.0,3.62
223,1664297873781,30.91,901.96,2.45,2.54,0.0,0.0,1.16,-0.72,8.41,8.52,0.06,-0.31,-1.31,0.06,-0.31,-1.31
224,1664297874066,30.91,901.95,2.54,2.54,0.0,0.0,-1.35,0.37,6.68,6.83,0.69,-3.0,1.62,0.69,-3.0,1.62
225,1664297874336,30.91,902.0,2.07,2.54,0.0,0.0,1.68,0.62,10.36,10.51,-2.06,-0.44,-1.37,-2.06,-0.44,-1.37
226,1664297874594,30.91,901.96,2.45,2.54,0.0,0.0,0.04,1.09,6.86,6.95,-3.94,2.5,4.44,-3.94,2.5,4.44
227,1664297874875,30.91,901.97,2.35,2.54,0.0,0.0,1.23,0.67,11.82,11.9,-3.31,0.81,-0.25,-3.31,0.81,-0.25
228,1664297875149,30.91,901.97,2.35,2.54,0.0,0.0,1.82,0.63,8.79,9.0,7.06,-3.56,-3.81,7.06,-3.56,-3.81
229,1664297875417,30.91,901.98,2.26,2.54,0.0,0.0,2.82,0.22,10.53,10.9,-2.19,1.19,3.69,2.06,-3.25,-3.19
230,1664297875678,30.91,901.98,2.26,2.54,0.0,0.0,0.0,0.85,8.94,8.98,-1.06,1.0,0.75,-1.06,1.0,0.75
231,1664297875951,30.91,901.97,2.35,2.54,0.0,0.0,-0.85,-0.61,6.32,6.41,-2.44,1.31,-0.37,-2.44,1.31,-0.37
232,1664297876215,30.91,902.01,1.98,2.54,0.0,0.0,1.58,0.54,9.51,9.66,0.06,-1.5,-0.81,0.06,-1.5,-0.81
233,1664297876486,30.91,901.99,2.17,2.54,0.0,0.0,3.1,0.0,10.36,10.81,2.56,-1.19,-3.37,1.75,-0.62,2.44
234,1664297876751,30.91,901.98,2.26,2.54,0.0,0.0,0.51,-0.23,7.25,7.27,-3.62,4.37,2.12,-3.62,4.37,2.12
235,1664297877015,30.91,901.96,2.45,2.54,0.0,0.0,2.27,1.46,9.88,10.24,2.69,0.06,0.56,1.06,2.37,-1.44
236,1664297877294,30.91,901.98,2.26,2.54,0.0,0.0,3.5,0.49,10.71,11.28,-3.25,4.06,1.56,-3.25,4.06,1.56
237,1664297877564,30.91,901.99,2.17,2.54,0.0,0.0,1.18,-0.02,11.02,11.08,0.5,-2.81,-0.88,0.5,-2.81,-0.88
238,1664297877821,30.91,901.98,2.26,2.54,0.0,0.0,0.42,0.0,6.41,6.42,-5.19,1.62,2.0,4.37,0.06,-2.5
239,1664297878084,30.91,902.0,2.07,2.54,0.0,0.0,1.43,-0.71,10.18,10.3,2.62,-1.56,0.13,-2.0,-0.25,0.37
240,1664297878355,30.91,902.0,2.07,2.54,0.0,0.0,2.67,0.83,10.37,10.74,-5.81,2.5,4.37,-5.81,2.5,4.37
241,1664297878650,30.91,902.0,2.07,2.54,0.0,0.0,0.83,1.47,11.76,11.88,-1.25,-1.81,-0.44,1.0,-0.75,0.5
242,1664297878913,30.9,901.98,2.26,2.54,0.0,0.0,0.76,0.12,7.42,7.46,-4.0,4.75,1.06,-4.0,4.75,1.06
243,1664297879180,30.91,901.92,2.82,2.82,0.0,0.0,-0.86,1.25,7.13,7.29,-3.19,2.25,3.56,-3.19,2.25,3.56
244,1664297879461,30.91,901.88,3.2,3.2,0.0,0.0,3.25,-0.1,11.76,12.2,3.69,-2.81,-3.19,3.69,-2.81,-3.19
245,1664297880002,30.91,901.79,4.04,4.04,0.0,0.0,2.21,-0.51,10.82,11.06,-3.0,2.87,-3.31,-3.0,2.87,-3.31
246,1664297880268,30.9,901.65,5.35,5.35,0.0,0.0,1.67,0.73,13.22,13.35,2.12,-2.0,-1.56,2.12,-2.0,-1.56
247,1664297880536,30.91,901.64,5.44,5.44,0.0,0.0,3.61,0.63,12.71,13.23,-1.37,1.12,1.44,-1.37,1.12,1.44
248,1664297880800,30.91,901.52,6.56,6.56,0.0,0.0,2.26,-0.24,8.92,9.2,-2.12,0.75,1.62,-2.12,0.75,1.62
249,1664297881071,30.91,901.44,7.31,7.31,0.0,0.0,4.08,-0.16,12.56,13.21,3.0,-3.12,-1.31,3.0,-3.12,-1.31
250,1664297881344,30.91,901.32,8.43,8.43,0.0,0.0,2.68,0.11,11.89,12.19,2.94,1.12,0.37,2.94,1.12,0.37
251,1664297881612,30.91,901.23,9.28,9.28,0.0,0.0,0.94,-0.16,11.12,11.16,-1.0,1.19,-1.44,-1.0,1.19,-1.44
252,1664297881880,30.91,901.06,10.87,10.87,0.0,0.0,1.55,0.41,11.6,11.71,-2.31,0.88,1.31,-2.31,0.88,1.31
253,1664297882150,30.91,900.94,11.99,11.99,0.0,0.0,-0.13,0.79,7.68,7.72,0.94,-1.0,-3.56,0.94,-1.0,-3.56
254,1664297882425,30.91,900.85,12.83,12.83,0.0,0.0,2.17,1.1,11.04,11.3,-2.12,-0.25,0.75,-2.12,-0.25,0.75
255,1664297882704,30.91,900.7,14.24,14.24,0.0,0.0,1.28,0.62,11.02,11.11,2.0,-3.0,-0.81,2.0,-3.0,-0.81
256,1664297882987,30.91,900.6,15.17,15.17,0.0,0.0,0.07,-0.65,8.82,8.84,2.62,1.56,-2.94,2.62,1.56,-2.94
257,1664297883252,30.91,900.42,16.86,16.86,0.0,0.0,1.48,0.99,11.53,11.67,2.69,-1.5,1.87,2.69,-1.5,1.87
258,1664297883525,30.91,900.28,18.17,18.17,0.0,0.0,1.31,-0.32,10.85,10.93,0.88,-1.87,-1.37,0.88,-1.87,-1.37
259,1664297883789,30.91,900.15,19.39,19.39,0.0,0.0,1.95,0.32,10.74,10.92,4.06,0.62,-1.75,4.06,0.62,-1.75
260,1664297884076,30.91,899.98,20.98,20.98,0.0,0.0,1.0,0.75,8.57,8.66,-1.5,0.81,-0.44,-1.5,0.81,-0.44
261,1664297884346,30.91,899.87,22.01,22.01,0.0,0.0,0.9,-0.74,8.12,8.2,-0.69,-4.5,0.25,-0.69,-4.5,0.25
262,1664297884618,30.91,899.73,23.32,23.32,0.0,0.0,2.52,-0.45,10.09,10.41,-2.19,-0.37,1.94,-2.19,-0.37,1.94
263,1664297884881,30.91,899.58,24.73,24.73,0.0,0.0,3.62,0.29,11.88,12.42,1.69,0.13,1.5,1.69,0.13,1.5
264,1664297885147,30.91,899.45,25.95,25.95,0.0,0.0,0.67,0.65,7.99,8.04,0.62,1.37,-0.62,0.62,1.37,-0.62
265,1664297885427,30.91,899.29,27.45,27.45,0.0,0.0,1.97,0.29,9.22,9.43,1.12,3.5,-1.19,1.12,3.5,-1.19
266,1664297885692,30.91,899.15,28.76,28.76,0.0,0.0,0.18,-0.06,9.07,9.07,-0.13,2.75,0.25,-0.13,2.75,0.25
267,1664297885955,30.91,899.01,30.07,30.07,0.0,0.0,1.94,-0.21,9.63,9.83,0.94,2.12,-2.31,-0.44,2.75,1.69
268,1664297886228,30.91,898.86,31.48,31.48,0.0,0.0,1.91,0.68,11.28,11.46,-0.81,1.94,-1.12,-0.81,1.94,-1.12
269,1664297886494,30.91,898.74,32.61,32.61,0.0,0.0,0.83,0.93,8.23,8.32,-0.94,-3.56,3.25,-0.94,-3.56,3.25
270,1664297886775,30.91,898.61,33.83,33.83,0.0,0.0,2.25,1.18,11.87,12.14,2.94,-5.06,0.81,-3.06,-2.56,0.31
271,1664297887047,30.9,898.46,35.23,35.23,0.0,0.0,1.18,0.68,8.79,8.89,-0.31,-2.0,-2.06,-0.31,-2.0,-2.06
272,1664297887313,30.9,898.31,36.64,36.64,0.0,0.0,1.63,1.19,10.7,10.89,-2.62,2.37,0.44,3.31,-1.44,-1.19
273,1664297887599,30.9,898.17,37.95,37.95,0.0,0.0,1.28,0.54,9.33,9.43,0.25,1.37,-2.5,0.25,1.37,-2.5
274,1664297887864,30.9,898.02,39.36,39.36,0.0,0.0,0.07,0.02,6.88,6.88,1.31,0.62,-0.62,1.31,0.62,-0.62
275,1664297888160,30.91,897.91,40.39,40.39,0.0,0.0,3.28,-0.59,11.02,11.51,1.25,-0.19,1.25,-1.37,1.69,-1.0
276,1664297888443,30.9,897.8,41.43,41.43,0.0,0.0,0.24,-0.9,2.39,2.57,-5.75,4.87,-1.25,-5.75,4.87,-1.25
277,1664297888704,30.91,897.79,41.52,41.52,0.0,0.0,2.6,0.14,5.13,5.75,8.31,-7.94,2.75,8.31,-7.94,2.75
278,1664297888967,30.91,897.72,42.18,42.18,0.0,0.0,1.25,0.16,7.4,7.51,6.06,-2.19,-2.06,7.25,-3.44,1.0
279,1664297889250,30.91,897.67,42.65,42.65,0.0,0.0,1.96,-0.19,10.92,11.1,3.87,-4.06,-1.56,3.87,-4.06,-1.56
280,1664297889526,30.91,897.71,42.27,42.65,0.0,0.0,-0.74,0.3,8.19,8.23,-0.75,-2.5,0.31,-0.75,-2.5,0.31
281,1664297889795,30.91,897.71,42.27,42.65,0.0,0.0,3.46,0.12,11.32,11.84,0.44,-0.37,-3.44,-6.0,2.0,3.56
282,1664297890066,30.91,897.68,42.55,42.65,0.0,0.0,1.41,-0.32,7.64,7.78,-13.06,2.94,4.0,-12.69,-1.31,-1.69
283,1664297890331,30.91,897.66,42.74,42.74,0.0,0.0,2.12,0.02,8.67,8.93,-7.81,-0.13,0.25,-7.81,-0.13,0.25
284,1664297890615,30.91,897.64,42.93,42.93,0.0,0.0,-0.67,0.56,8.1,8.15,3.31,-2.12,-3.06,3.31,-2.12,-3.06
285,1664297890886,30.91,897.64,42.93,42.93,0.0,0.0,2.77,0.87,9.4,9.84,7.56,-1.31,-1.12,13.56,-1.81,-1.81
286,1664297891160,30.91,897.66,42.74,42.93,0.0,0.0,2.36,-0.07,9.74,10.02,6.19,-4.31,-3.31,6.19,-4.31,-3.31
287,1664297891425,30.91,897.62,43.12,43.12,0.0,0.0,-0.12,-1.27,8.17,8.27,0.13,-0.13,0.62,0.13,-0.13,0.62
288,1664297891701,30.92,897.64,42.93,43.12,0.0,0.0,-0.03,-0.08,9.79,9.79,12.25,-0.44,-0.31,12.25,-0.44,-0.31
289,1664297892029,30.91,897.64,42.93,43.12,0.0,0.0,-0.67,0.39,6.69,6.73,5.75,1.87,2.06,5.75,1.87,2.06
290,1664297892296,30.91,897.62,43.12,43.12,0.0,0.0,1.52,-0.4,6.89,7.07,-3.44,-4.44,-1.31,-4.44,3.12,2.44
291,1664297892576,30.91,897.65,42.83,43.12,0.0,0.0,2.91,-0.66,11.45,11.83,-23.0,0.62,-0.31,-25.31,5.94,6.44
292,1664297892854,30.92,897.65,42.83,43.12,0.0,0.0,0.81,0.19,7.74,7.78,-10.75,0.31,1.19,-10.75,0.31,1.19
293,1664297893126,30.92,897.67,42.65,43.12,0.0,0.0,0.57,-0.83,10.26,10.31,-1.25,1.62,2.0,-1.25,1.62,2.0
294,1664297893399,30.92,897.63,43.02,43.12,0.0,0.0,1.89,-0.37,8.03,8.26,0.62,0.75,0.06,0.62,0.75,0.06
295,1664297893666,30.92,897.69,42.46,43.12,0.0,0.0,0.89,0.38,8.54,8.59,3.12,0.37,-0.06,3.12,0.37,-0.06
296,1664297893931,30.92,897.67,42.65,43.12,0.0,0.0,3.27,-0.47,9.17,9.75,0.19,-0.13,2.75,0.19,-0.13,2.75
297,1664297894197,30.92,897.67,42.65,43.12,0.0,0.0,2.76,-0.23,12.24,12.55,1.0,1.12,1.62,1.0,1.12,1.62
298,1664297894468,30.92,897.68,42.55,43.12,0.0,0.0,0.89,0.76,12.23,12.29,-1.56,-0.37,0.19,-1.56,-0.37,0.19
299,1664297894754,30.92,897.7,42.36,43.12,0.0,0.0,3.1,-0.58,10.28,10.75,1.19,-1.87,-3.19,1.19,-1.87,-3.19
300,1664297895017,30.92,897.67,42.65,43.12,0.0,0.0,0.06,-0.21,6.01,6.01,-4.0,0.44,1.12,-4.0,0.44,1.12
301,1664297895280,30.92,897.67,42.65,43.12,0.0,0.0,-0.84,-0.08,7.43,7.48,-4.0,2.94,3.25,-4.0,2.94,3.25
302,1664297895553,30.92,897.7,42.36,43.12,0.0,0.0,2.83,0.37,10.44,10.82,0.13,0.13,-1.56,-2.69,0.19,2.5
303,1664297895830,30.92,897.65,42.83,43.12,0.0,0.0,0.32,-0.67,10.0,10.03,-2.0,0.69,-3.0,-6.0,-1.06,3.56
304,1664297896105,30.92,897.68,42.55,43.12,0.0,0.0,1.4,0.56,7.53,7.68,-4.81,3.0,4.5,-4.81,3.0,4.5
305,1664297896379,30.92,897.68,42.55,43.12,0.0,0.0,2.39,0.06,9.5,9.8,0.0,-0.5,-1.06,0.0,-0.5,-1.06
306,1664297896681,30.92,897.67,42.65,43.12,0.0,0.0,1.2,-1.07,9.61,9.74,4.69,-1.56,-3.31,4.69,-1.56,-3.31
307,1664297896946,30.92,897.65,42.83,43.12,0.0,0.0,-0.29,0.02,5.44,5.45,2.87,2.69,1.56,2.87,2.69,1.56
308,1664297897215,30.92,897.68,42.55,43.12,0.0,0.0,3.26,-0.67,11.67,12.14,9.06,0.62,1.06,9.06,0.62,1.06
309,1664297897509,30.92,897.68,42.55,43.12,0.0,0.0,0.81,-0.58,9.4,9.45,-0.31,0.88,1.37,-0.31,0.88,1.37
310,1664297897782,30.92,897.67,42.65,43.12,0.0,0.0,2.93,-1.13,9.35,9.86,-8.19,-0.31,-2.19,-8.19,-0.31,-2.19
311,1664297898059,30.92,897.69,42.46,43.12,0.0,0.0,1.08,0.27,10.53,10.59,-1.0,3.0,0.75,-5.0,-0.44,-0.19
312,1664297898336,30.91,897.67,42.65,43.12,0.0,0.0,-1.22,-0.15,5.61,5.74,-6.69,-0.25,2.75,-6.69,-0.25,2.75
313,1664297898615,30.92,897.68,42.55,43.12,0.0,0.0,2.52,-0.72,7.48,7.93,1.56,-1.25,0.25,1.56,-1.25,0.25
314,1664297898895,30.92,897.67,42.65,43.12,0.0,0.0,2.77,0.75,11.08,11.45,1.62,-2.87,-1.19,1.62,-2.87,-1.19
315,1664297899163,30.92,897.69,42.46,43.12,0.0,0.0,1.89,0.24,8.54,8.75,0.5,-2.44,-0.44,0.94,3.87,1.5
316,1664297899436,30.92,897.68,42.55,43.12,0.0,0.0,2.56,0.42,10.8,11.11,-2.25,-0.62,-0.56,-2.25,-0.62,-0.56
317,1664297899709,30.92,897.67,42.65,43.12,0.0,0.0,2.27,-0.09,10.59,10.83,-1.75,1.75,0.94,-1.75,1.75,0.94
318,1664297899995,30.92,897.72,42.18,43.12,0.0,0.0,0.62,-0.3,11.18,11.2,3.06,-2.5,-1.25,-2.44,4.75,1.81
319,1664297900275,30.92,897.7,42.36,43.12,0.0,0.0,1.83,-0.94,10.74,10.94,3.81,-1.81,-0.37,2.37,-0.44,0.13
320,1664297900545,30.92,897.7,42.36,43.12,0.0,0.0,2.89,-0.05,11.86,12.21,3.87,3.75,2.31,3.87,3.75,2.31
321,1664297900816,30.92,897.68,42.55,43.12,0.0,0.0,0.46,0.59,7.86,7.9,8.13,0.94,-1.37,8.44,-1.0,-0.13
322,1664297901112,30.92,897.68,42.55,43.12,0.0,0.0,-0.34,0.0,9.47,9.48,13.19,-1.5,-4.12,13.0,-0.5,1.31
323,1664297901393,30.91,42.55,43.12,1.44,0.0,2.5,-0.88,9.2,9.57,2.81,-1.19,0.31,2.81,-1.19,0.31,0.0
324,1664297901665,30.92,897.69,42.46,43.12,0.0,0.0,1.88,0.47,8.9,9.11,-8.56,-0.94,3.06,-8.56,-0.94,3.06
325,1664297901944,30.92,897.67,42.65,43.12,0.0,0.0,0.39,-0.79,5.68,5.75,-12.94,3.81,1.69,-12.94,3.81,1.69
326,1664297902218,30.92,897.66,42.74,43.12,0.0,0.0,0.96,0.46,12.85,12.89,-0.44,-2.19,-1.06,-0.44,-2.19,-1.06
327,1664297902504,30.92,897.68,42.55,43.12,0.0,0.0,2.98,0.51,14.38,14.69,1.06,-1.12,-0.81,-4.0,3.0,0.0
328,1664297902768,30.92,897.68,42.55,43.12,0.0,0.0,0.09,0.63,10.37,10.39,-0.75,1.44,2.0,-0.75,1.44,2.0
329,1664297903046,30.92,897.62,43.12,43.12,0.0,0.0,1.07,1.04,7.53,7.68,-0.13,-1.87,-1.69,-0.13,-1.87,-1.69
330,1664297903314,30.92,897.57,43.59,43.59,0.0,0.0,-0.82,0.09,5.7,5.76,-2.25,3.06,1.94,1.06,-3.12,-2.19
331,1664297903587,30.92,897.55,43.77,43.77,0.0,0.0,3.13,-0.52,11.54,11.97,2.25,1.06,1.56,2.25,1.06,1.56
332,1664297903878,30.92,897.5,44.24,44.24,0.0,0.0,-0.64,-0.57,7.32,7.37,5.06,-0.88,-1.5,5.06,-0.88,-1.5
333,1664297904148,30.92,897.43,44.9,0.0,0.0,0.0,-1.01,0.33,7.9,8.04,4.19,0.0,-1.0,4.19,-0.06,-1.0
334,1664297904412,897.43,44.9,44.9,1.78,0.0,0.0,0.4,7.68,7.69,-2.37,0.13,0.94,-2.37,0.13,0.94,0.0
335,1664297904679,30.92,897.35,45.65,45.65,0.0,0.0,2.51,-0.32,8.81,9.17,1.12,0.13,2.06,1.12,0.13,2.06
336,1664297904952,30.92,46.03,1.5,0.0,0.0,0.68,9.31,9.35,-1.37,3.0,-1.81,-2.81,0.0,109.0,267.0,109.0
337,1664297905231,30.92,897.28,46.31,46.31,0.0,0.0,-0.33,-0.06,6.19,6.2,-4.62,4.37,0.37,0.37,-1.75,-0.94
338,1664297905504,30.92,897.18,47.25,47.25,0.0,0.0,2.33,0.91,11.98,12.24,1.62,0.44,-2.69,1.62,0.44,-2.69
339,1664297905795,30.92,897.15,47.53,47.53,0.0,0.0,1.91,1.14,10.28,10.52,4.62,1.12,-0.44,4.62,1.12,-0.44
340,1664297906062,30.92,897.1,48.0,48.0,0.0,0.0,-0.62,1.01,8.57,8.65,2.06,-1.06,-0.06,2.06,-1.06,-0.06
341,1664297906350,30.92,897.03,48.66,48.66,0.0,0.0,1.97,0.06,11.74,11.9,-3.69,-0.44,1.69,-3.69,-0.44,1.69
342,1664297906635,30.92,896.98,49.13,49.13,0.0,0.0,3.61,0.07,8.85,9.56,-1.62,-2.62,-0.37,0.0,1.12,3.0
343,1664297906903,30.92,896.93,49.6,49.6,0.0,0.0,3.67,0.63,10.68,11.31,-3.12,5.44,2.0,-3.12,5.44,2.0
344,1664297907180,30.93,896.89,49.97,49.97,0.0,0.0,-0.62,-0.26,7.12,7.15,4.62,-2.37,-0.81,4.62,-2.37,-0.81
345,1664297907453,30.93,896.79,50.91,50.91,0.0,0.0,3.9,0.08,10.85,11.53,1.44,-2.37,1.69,-0.37,0.75,-1.37
346,1664297907720,30.93,896.77,51.1,51.1,0.0,0.0,1.32,0.88,7.79,7.95,0.94,0.44,0.06,0.94,0.44,0.06
347,1664297908001,30.93,896.73,51.48,51.48,0.0,0.0,1.93,0.69,8.88,9.11,0.5,-3.19,-2.87,0.5,-3.19,-2.87
348,1664297908275,30.92,896.66,52.13,52.13,0.0,0.0,1.55,-0.87,9.65,9.81,0.31,2.25,-0.81,5.94,-2.5,-0.06
349,1664297908546,30.92,896.57,52.98,52.98,0.0,0.0,-1.45,0.56,6.83,7.0,3.25,2.31,2.31,1.5,-0.5,-3.06
350,1664297908817,30.93,896.53,53.35,53.35,0.0,0.0,0.32,-0.83,9.21,9.25,1.25,-0.19,1.62,1.25,-0.19,1.62
351,1664297909094,30.92,896.45,54.11,54.11,0.0,0.0,0.18,0.49,9.67,9.68,-9.88,1.31,1.12,-9.88,1.31,1.12
352,1664297909364,30.92,896.4,54.58,54.58,0.0,0.0,-0.17,0.61,6.55,6.58,-7.25,1.5,3.81,-2.19,-2.19,-3.06
353,1664297909631,30.92,896.37,54.86,54.86,0.0,0.0,1.24,0.63,7.72,7.84,-3.19,1.06,2.75,-3.19,1.06,2.75
354,1664297909900,30.92,896.28,55.7,55.7,0.0,0.0,-0.55,0.27,7.93,7.95,-2.31,0.5,4.37,-2.31,0.5,4.37
355,1664297910188,30.92,896.19,56.55,56.55,0.0,0.0,1.69,1.11,10.01,10.21,-0.19,0.75,0.5,-0.19,0.75,0.5
356,1664297910464,30.92,896.14,57.02,57.02,0.0,0.0,0.32,-0.04,9.18,9.19,2.75,0.0,1.12,2.75,0.0,1.12
357,1664297910747,30.92,896.07,57.68,57.68,0.0,0.0,2.96,0.03,10.59,11.0,-1.31,1.19,2.87,-1.31,1.19,2.87
358,1664297911013,30.92,895.99,58.43,58.43,0.0,0.0,0.3,-0.22,7.68,7.69,4.75,0.25,1.06,4.75,0.25,1.06
359,1664297911283,30.92,895.92,59.09,59.09,0.0,0.0,0.37,0.09,7.57,7.58,2.06,-0.19,-1.0,2.06,-0.19,-1.0
360,1664297911561,30.92,895.89,59.37,59.37,0.0,0.0,3.88,-0.1,11.61,12.24,1.87,-3.94,-4.37,1.87,-3.94,-4.37
361,1664297911868,30.92,895.81,60.12,60.12,0.0,0.0,3.05,0.21,10.0,10.46,-1.19,0.75,1.25,-1.19,0.75,1.25
362,1664297912144,30.92,895.73,60.88,60.88,0.0,0.0,2.27,-0.22,9.52,9.79,1.37,-2.06,-3.37,1.37,-2.06,-3.37
363,1664297912413,30.92,895.69,61.25,61.25,0.0,0.0,1.22,-0.62,9.85,9.94,1.62,-0.5,-2.75,1.62,-0.5,-2.75
364,1664297912687,30.92,895.6,62.1,62.1,0.0,0.0,1.54,0.16,12.13,12.23,6.19,-2.12,-1.81,6.19,-2.12,-1.81
365,1664297912960,30.92,895.52,62.85,62.85,0.0,0.0,0.62,1.29,8.7,8.82,6.12,-2.31,-1.44,6.12,-2.31,-1.44
